ID,site_name,climate_div_num,climate_div_name,SLOPE_PCT,PERC_DEV,PERC_FOR,PERC_AG,PERC_WATER,DRAIN_SQKM,HYDRO_DISTURB_INDX,PPTAVG_BASIN,T_MAX_BASIN,PET,GEOL_REEDBUSH_DOM,STREAMS_KM_SQ_KM,STRAHLER_MAX,HIRES_LENTIC_PCT,BFI_AVE,TOPWET,CONTACT,RUNAVE7100,PCT_1ST_ORDER,NDAMS_2009,DDENS_2009,DECIDNLCD06,EVERGRNLCD06,HGA,HGB,HGAD,HGC,HGD,HGAC,HGBD,HGCD,HGBC,PERMAVE,ROCKDEPAVE,CLAYAVE,SILTAVE,SANDAVE
2095500,"NORTH BUFFALO CREEK NEAR GREENSBORO, NC",3,Northern_Piedmont,2.6,84.1,10.95,3.17,0.36,96.0678,23,115.2688,21.04724,814.95,3,0.82984257,3,1.08954344,36.96097,12.4523,337.0865,360,67.91332037,5,5.204657544,9.373068,1.21789,0,27.89082,0,46.01458,26.01826,0,0,0.07633359,0,1.345807,46.48279,38.90396,34.01916,27.07688
209553650,"BUFFALO CREEK AT SR2819 NR MCLEANSVILLE, NC",3,Northern_Piedmont,2.6,73.47,17,6.97,0.31,229.7493,23,115.4582,21.08569,816.5934,3,0.85684483,4,0.950732,36.49484,12.70156,369.6725,360.102,60.85700715,14,6.093598544,14.88736,1.6676,0,23.45337,4.03E-06,55.46236,21.05167,0,0,0.03259597,0,1.321311,48.74096,38.24961,34.8799,26.87049
2096500,"HAW RIVER AT HAW RIVER, NC",3,Northern_Piedmont,2.9,24.74,39.04,28.41,1.77,1561.779,27,116.5175,21.0422,819.9921,3,0.752569986,5,2.07352038,38.28913,12.86007,422.7082,360.0985,57.16158108,137,8.772047774,32.61504,5.243674,0,57.86897,0,36.10635,4.808746,0,0,1.215937,0,1.375852,56.32446,38.17572,32.82783,28.99645
2096846,"CANE CREEK NEAR ORANGE GROVE, NC",3,Northern_Piedmont,3.5,4.47,72.94,17.09,0.17,19.5696,10,119.6668,21.3068,827.2849,5,0.915421879,3,0.3495217,30.47714,12.17085,528.637,359.9629,62.31436763,0,0,52.2305,15.10302,0,64,0,34,2,0,0,0,0,1.3845,57.3,35.192,41.15901,23.64899
2096960,"HAW RIVER NEAR BYNUM, NC",4,Central_Piedmont,3,18.29,45.2,28.62,1.41,3297.755,23,117.3955,21.26702,824.9355,3,0.838142615,7,1.636167703,34.78339,12.91971,535.4486,360.0797,55.11953919,213,6.458939491,35.32075,7.569869,0,50.92014,0,44.81295,3.453013,0,0.009312881,0.804584,0,1.384175,56.4128,36.85735,34.99631,28.14634
209722970,"SANDY CREEK AT CORNWALLIS RD NEAR DURHAM, NC",3,Northern_Piedmont,3.5,78.46,20.41,0.85,0,12.2481,16,121.3543,21.79949,824.8391,2,0.840022534,3,0.3306635,28.77713,11.97331,1697,359.9301,38.22014097,0,0,8.509075,8.847087,0,8.100227,3E-06,17.6082,74.29157,0,0,0,0,0.9547437,43.93659,38.29394,41.60468,20.10137
2097280,"THIRD FORK CR AT WOODCROFT PARKWAY NR BLANDS, NC",3,Northern_Piedmont,3.4,85.32,9.79,0.2,0.24,38.4084,21,120.0343,21.83983,832.2238,2,0.739075827,3,0.35851534,28.40076,13.07243,1310.211,359.9667,62.14486915,3,7.810791389,5.042647,3.545318,0,8.829131,-1E-06,16.45967,74.7112,0,0,0,0,0.956005,43.10561,38.29466,41.72018,19.98516
2097314,"NEW HOPE CREEK NEAR BLANDS, NC",4,Central_Piedmont,3.5,40.35,45.15,5.68,0.22,197.3358,22,120.6959,21.74195,824.4362,2,0.989174797,7,0.45242672,29.08377,13.04918,964.7551,359.9772,50.49480634,8,4.054003379,29.40364,12.48826,0.04524268,31.58047,0,31.01545,36.89488,0,0,0.4639564,0,1.221791,53.59935,36.63007,39.8595,23.51043
209734440,"BOLIN CREEK AT VILLAGE DRIVE AT CHAPEL HILL, NC",3,Northern_Piedmont,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
209741955,"NORTHEAST CREEK AT SR1100 NR GENLEE, NC",4,Central_Piedmont,2.2,57.16,33.5,2.12,0.6,54.6354,24,117.9462,21.83672,842.3651,2,1.020950336,6,0.950482667,26.84886,13.24132,724.5219,359.967,53.99005702,7,12.81220601,14.20947,17.19929,0,20.98102,0,31.37214,47.64684,0,0,0,0,1.319812,56.43383,36.16716,40.48027,23.35257
2097464,"MORGAN CREEK NEAR WHITE CROSS, NC",3,Northern_Piedmont,3.4,5.26,70.13,19.37,0.44,21.45574,13,120.649,21.5312,820.5706,5,0.784692581,3,0.6919399,29.93204,11.94729,710.1956,360,45.22424947,1,4.660757448,48.62451,17.12237,0,62.01418,0,35.91656,2.069258,0,0,0,0,1.368448,57.06185,36.04837,40.45747,23.49416
2097517,"MORGAN CREEK NEAR CHAPEL HILL, NC",4,Central_Piedmont,4.2,19.29,64.52,11.33,0.85,106.8534,23,120.7774,21.64842,819.8936,3,0.932705838,4,1.042737276,29.35546,12.60808,640.8542,360,58.24519863,4,3.743446629,42.50122,16.97775,0,63.91918,0,32.18079,2.989219,0,0,0.9108114,0,1.38546,58.39024,34.81979,35.12909,30.05112
209782609,"WHITE OAK CR AT MOUTH NEAR GREEN LEVEL, NC",4,Central_Piedmont,2.5,32.65,43.2,11.08,0.24,31.0905,16,118.917,21.74062,846.6802,2,0.905403258,3,1.201332,26,13.38531,519.5056,359.9639,77.18682858,2,6.432833181,21.10001,17.75365,0,18.96871,0,32.15559,48.8757,0,0,0,0,1.292304,56.82273,36.31514,40.38329,23.30157
2098206,"HAW RIVER NEAR MONCURE, NC",4,Central_Piedmont,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2099000,"EAST FORK DEEP RIVER NEAR HIGH POINT, NC",3,Northern_Piedmont,2.6,67.43,17.34,11.46,0.34,37.6119,19,114.1814,21.02803,818.7162,3,0.747296999,3,0.8375009,39.24608,12.47657,342.1089,365.6057,70.97625311,12,31.90479609,14.42416,2.514895,0,26.00068,0,70.99676,2.844158,0,0,0.1584073,0,1.280143,56.96442,36.78482,36.78698,26.42821
2100500,"DEEP RIVER AT RAMSEUR, NC",4,Central_Piedmont,3.4,28.94,39.91,24.67,0.81,920.5353,25,117.5969,21.44731,836.0214,3,0.989082113,5,2.325734076,34.32026,12.93892,597.8737,365.9691,59.95516675,92,9.994184905,34.90742,3.32689,0,43.82925,0,53.16012,2.60268,0,0,0.4079586,0,1.364255,56.02567,36.61362,37.06704,26.31934
210166029,"ROCKY R AT SR1300 NR CRUTCHFIELD CROSSROADS, NC",3,Northern_Piedmont,2,17.22,33.29,43.52,0.86,19.5732,17,120.1535,21.38202,825.248,5,0.922273823,3,1.577157,29.08543,12.88315,926.0425,366,63.79828106,2,10.21805326,26.79327,4.60732,0,80.40316,0,17.59684,1.316535,0,0,0.6834651,0,1.422774,57.88095,38.18797,34.47368,27.33835
2101726,"ROCKY R AT US 64 NEAR SILER CITY, NC",4,Central_Piedmont,2.7,9.2,44.86,39.66,0.6,178.5726,17,121.0168,21.48365,821.5737,5,0.977249029,4,1.050328993,28.64386,13.4519,1220.887,365.8676,59.09825173,10,5.599963264,35.74647,6.231919,0,66.01248,1.85E-06,32.02668,1.743918,0,0.03141915,0.185501,0,1.458348,56.10246,35.52101,39.63193,24.84706
2101800,"TICK CREEK NEAR MOUNT VERNON SPRINGS, NC",4,Central_Piedmont,3.8,5.27,55.85,30.26,0.18,39.6171,14,121.2925,21.68155,812.6941,2,0.859624001,3,0.3112292,27.77453,13.11229,563.0584,366,67.79873977,0,0,46.32091,4.925146,0,63.20439,0,34.48511,1.319021,0,0.9914809,0,0,1.93651,55.18874,32.74207,33.08854,34.1694
2102000,"DEEP RIVER AT MONCURE, NC",4,Central_Piedmont,3.3,12.04,55.64,22.13,0.57,3740,21,120.3272,21.94638,839.9177,2,1.010425401,6,0.934123119,34.24591,13.07327,671.8281,366.0006,59.15031287,178,4.759358289,38.51235,12.09408,1.330308,55.70748,0,38.69543,4.046677,0,0.1018728,0.1182338,0,1.844811,53.21947,33.47186,39.61,26.91814
2102192,"BUCKHORN CREEK NR CORINTH, NC",6,Southern_Coastal_Plain,3,8.67,57.13,11.72,8.51,196.8201,25,119.8292,22.08058,840.2143,2,0.904826286,4,9.122544,28.5886,13.62014,607.42,368.7571,64.78768923,6,3.048469135,26.56878,24.1608,3.834015,44.228,0,26.00557,25.718,0,0,0.2144141,0,2.038703,57.06974,33.96869,35.39252,30.63879
2102500,"CAPE FEAR RIVER AT LILLINGTON, NC",6,Southern_Coastal_Plain,3.2,15.24,52.04,22.1,1.63,8995.328,25,119.1497,21.71965,833.5486,2,0.935175126,8,1.919996979,33.49317,13.00622,606.0093,363.3466,57.93732846,495,5.502856594,35.3296,12.36572,1.427443,50.40768,0,39.25369,8.408878,0,0.07032961,0.4319831,0,1.71854,55.13279,34.67069,36.88209,28.44722
2103000,"LITTLE RIVER AT MANCHESTER, NC",6,Southern_Coastal_Plain,2.8,10.43,47.14,10.39,1.36,895.3758,23,122.7196,22.67606,884.6458,2,0.933875028,5,1.620827889,53.72649,12.88167,123.5743,369.0039,60.7585236,64,7.147836696,9.168005,36.24493,30.85539,30.14928,0,34.94402,4.051315,0,0,0,0,5.994079,59.97467,17.63449,13.52363,68.84188
2104220,"ROCKFISH CREEK AT RAEFORD, NC",6,Southern_Coastal_Plain,2.9,8.74,56.88,2.08,0.71,241.7823,11,121.9955,22.99083,889.1992,2,0.764842174,3,0.423604171,59.89633,12.54982,100.4176,369.1551,62.73576412,4,1.654380821,0.6268449,54.81692,31.56928,30.05823,0,33.52375,4.445257,0,0.4034812,0,0,5.992592,59.97385,17.62207,13.60421,68.77372
2105769,"CAPE FEAR R AT WILM O HUSKE LOCK NR TARHEEL, NC",6,Southern_Coastal_Plain,2.7,14.32,45.74,20.28,1.56,13659.7,24,120.1773,22.11708,851.079,2,0.887416268,8,1.675644251,39.6418,13.06623,493.0305,370.1216,58.08334378,703,5.146525912,24.88915,17.24125,12.64645,42.06548,0.01809969,33.47808,10.22573,0,1.273643,0.2925209,0,3.187167,56.61534,28.85832,30.08209,41.05959
2106500,"CAPE FEAR R AT LOCK #1 NR KELLY, NC",6,Southern_Coastal_Plain,0.8,6.87,19.26,41.48,0.42,1759.371,16,125.6686,22.93913,884.481,2,0.758238029,12,0.431847473,46.26059,13.68479,378.25,421.7051,59.5512143,42,2.387216795,0.2280474,15.1674,21.41955,30.03243,2.041919,8.703643,25.63273,0,12.16972,0,0,4.361084,59.73985,21.5856,20.21786,58.19654
2108000,"BLACK RIVER NEAR TOMAHAWK, NC",6,Southern_Coastal_Plain,0.7,4.37,19.51,43.59,0.34,1569.485,14,130.5488,23.09469,885.966,1,0.79081291,7,0.28385105,42.94034,13.53353,355.3756,432.2334,63.7209115,16,1.019442683,0.2068959,15.56353,28.53705,26.72818,1.542169,9.88881,20.45379,0,12.85001,0,0,4.741752,59.60581,20.48013,19.0578,60.46207
2109500,"WACCAMAW RIVER AT FREELAND, NC",6,Southern_Coastal_Plain,0.2,3.88,32.03,17.85,2.32,1783.764,17,130.9897,23.4592,898.2675,1,0.655248676,6,2.287887108,47.28463,14.22092,2548.239,426.4513,40.57370366,2,0.112122456,0.1253305,29.98562,3.182809,15.31939,1.920037,14.16983,45.69271,0,19.71521,0,0,3.587745,59.99951,22.3961,25.78773,51.81616
2111000,"YADKIN RIVER AT PATTERSON, NC",2,Nothern_Mountains,23.6,4.45,90.69,3.54,0,74.0736,8,131.8245,18.658,720.931,4,0.97732593,3,0.05589036,58.63882,10.42687,16.99889,492.1377,62.86564987,2,2.70001728,85.99703,2.212529,0.01348691,93.54011,0,1.087519,4.87637,0,0.4825156,0,0,3.466073,48.18628,16.43,39.2616,44.3084
2111180,"ELK CREEK AT ELKVILLE, NC",2,Nothern_Mountains,22.4,2.95,91.18,4.19,0.01,131.4666,9,127.0232,18.73729,705.5627,2,0.942721573,4,0.006845845,59.99903,10.86278,15.79056,488.5014,65.3358174,3,2.281948419,85.50735,3.36131,0.07898052,91.58804,0,1.230636,7.06787,0,0.03447568,0,0,3.102704,42.32582,18.29984,39.22586,42.4743
211139110,"YADKIN RIVER BL W KERR SCOTT DAM NEAR BUCK, NC",2,Nothern_Mountains,17.7,3.5,82.26,9.74,0.62,946.4319,17,130.0549,19.41837,735.7541,2,0.981644638,5,0.5932915,60.70372,10.99494,38.04254,490.3327,64.67450211,14,1.479240081,72.0687,5.319464,0.4118246,86.8979,0,7.509084,4.862549,0,0.3186448,0,0,2.502848,51.56868,23.5026,37.46837,39.02902
2111500,"REDDIES RIVER AT NORTH WILKESBORO, NC",2,Nothern_Mountains,18.3,4.56,81.94,10.53,0.01,233.6607,15,129.8823,19.15269,712.0822,2,0.731397706,4,0.01887352,64.29647,11.01781,36.896,488.5139,63.82229494,3,1.283912956,70.83887,5.715981,1.41987,91.52671,0,5.001984,2.051436,0,0,0,0,2.471671,51.34471,21.7856,39.95697,38.25743
2112000,"YADKIN RIVER AT WILKESBORO, NC",2,Nothern_Mountains,17.2,5.06,80.06,10.63,0.46,1300.812,18,130.374,19.44512,733.1213,2,0.928274032,5,0.444253163,61.61432,11.038,41.59944,490.0647,63.9535656,18,1.383751072,69.69205,5.238465,0.5716046,87.15923,0,7.697772,4.28196,0,0.2894364,0,0,2.432963,52.29792,23.80972,37.58495,38.60533
2112250,"YADKIN RIVER AT ELKIN, NC",2,Nothern_Mountains,14.6,5.9,73.42,16.06,0.35,2245.214,19,129.3897,19.66665,739.2983,2,0.920443218,6,0.301280853,63.48638,11.17959,60.71563,489.0425,61.66838931,30,1.336175527,62.29159,5.301959,0.5435145,87.38726,0,8.319224,3.532517,0,0.1889644,0.02851867,0,2.221199,53.69521,25.51205,36.29267,38.19528
2113850,"ARARAT RIVER AT ARARAT, NC",2,Nothern_Mountains,9.9,14.4,58.77,21.54,0.16,596.7874,23,125.1036,19.65987,752.4308,2,0.946994022,5,0.258484067,62.82699,11.62721,101.0863,487.816,62.61920421,19,3.183713329,48.53558,4.960963,7.985039,60.31149,0,31.6845,0.01469318,0,0,0.004279404,0,1.958521,46.7982,22.43476,37.37725,40.18799
2114450,"LITTLE YADKIN RIVER AT DALTON, NC",3,Northern_Piedmont,6.6,9.26,54.74,27.09,0.39,110.8422,26,121.4253,20.26371,775.7798,4,0.959881706,4,0.513162,59.39652,11.53463,126.1529,484.364,61.53426746,17,15.3371189,41.89496,10.64405,0,88.37215,0,11.62525,0.001299144,0,0,0.001299144,0,1.630093,57.59636,30.25134,30.50409,39.24458
2115360,"YADKIN RIVER AT ENON, NC",2,Nothern_Mountains,11.4,7.88,65.8,20.63,0.39,4389.884,21,126.2436,19.91464,755.1327,2,0.970052284,6,0.312261109,63.10849,11.50661,95.50705,488.4373,61.68592695,125,2.84745565,54.84538,6.015316,1.38877,79.38419,0,16.85707,2.160008,0,0.0985539,0.1114201,0,1.972498,51.40816,26.21222,35.63581,38.15197
2116500,"YADKIN RIVER AT YADKIN COLLEGE, NC",4,Central_Piedmont,9.5,13.16,58.58,21.99,0.57,5902.194,24,123.8788,20.261,773.2479,2,0.960501976,6,0.404087019,60.49075,11.74453,136.8549,488.111,61.54400308,258,4.371255841,49.03843,5.65391,1.038979,78.8503,0,16.63638,2.869876,0,0.07619663,0.5282778,0,1.837886,52.68625,29.35701,34.75232,35.89068
2118000,"SOUTH YADKIN RIVER NEAR MOCKSVILLE, NC",4,Central_Piedmont,6.5,7.19,49.77,35.89,0.53,789.8688,15,123.6964,21.11981,788.2114,2,0.94611219,5,0.2029324,60.59284,12.224,236.272,426.0116,59.47190202,27,3.418289215,42.92893,4.940226,0,87.0933,0,10.99418,1.078746,0,0.2141034,0.6196755,0,1.628432,58.52237,36.02818,31.80693,32.16489
2118500,"HUNTING CREEK NEAR HARMONY, NC",4,Central_Piedmont,7.9,5.87,57.03,31.84,0.13,400.527,12,125.6088,20.63926,776.5145,3,1.063029209,5,0.1065097,63.963,11.77688,182.1956,426.2402,60.86916492,10,2.496710584,50.60895,3.382019,0.4506572,87.49553,0,9.941811,1.186246,0,0.2604858,0.6652743,0,1.747856,57.70831,34.5299,34.42229,31.04781
2120780,"SECOND CREEK NEAR BARBER, NC",4,Central_Piedmont,3.2,7.88,36.64,47.23,1.04,304.9038,23,116.1862,21.72453,822.5005,5,0.800069399,4,0.34505961,55.10944,13.02856,483.0699,426.8962,62.4629321,7,2.295806087,30.08719,5.752962,0,82.59235,0,15.32981,1.151195,0,0,0.9266402,0,1.426488,58.05096,39.33125,31.85039,28.81837
2121500,"ABBOTTS CREEK AT LEXINGTON, NC",4,Central_Piedmont,3.3,28.07,41.33,21.07,1.49,454.2399,24,115.8994,21.53996,851.1842,3,0.926692701,5,1.002751799,42.89668,13.18124,258.0739,368.0364,53.88073572,21,4.623107745,36.06916,4.85783,0,51.2716,0,42.98068,3.286952,0,0,2.460765,0,1.77926,46.80106,30.65973,34.26727,35.073
212378405,"PEE DEE R AT HWY731 BL LK TILLERY NR NORWOOD, NC",5,Southern_Piedmont,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
212393300,"W. BR ROCKY R B MTH OF S PRONG R NR CORNELIUS, NC",5,Southern_Piedmont,3.6,20.62,47.2,23.23,0.11,54.2169,18,117.7432,21.86826,839.0143,6,0.768650365,3,0.5859796,44.84803,12.29551,250.9167,380.2169,64.45403159,2,3.688886676,37.39314,8.894275,0,81.27342,0,16.72658,1.160157,0,0,0.8398433,0,1.426086,58.3735,39.19024,31.02513,29.78462
2124080,"CLARKE CREEK NEAR HARRISBURG, NC",5,Southern_Piedmont,3.3,22.77,49.95,17.93,0.84,56.8989,19,117.6865,21.98728,852.5337,6,0.569118032,2,0.490343406,35.9268,13.08337,598.0997,381.6829,84.5469068,2,3.515006441,37.67735,11.14661,0,49.37,0,44.22845,3.05791,0,0,3.343636,0,1.645015,50.4894,33.41486,34.17316,32.41198
212414900,"MALLARD CR BL STONY CR NR HARRISBURG, NC",5,Southern_Piedmont,3.1,69.08,22.42,5.03,0.14,92.56409,27,117.8642,21.99652,860.8411,6,0.689568925,3,0.796313,33.50447,12.40423,278.1623,381.3044,65.60203054,12,12.96399068,16.92384,5.139574,0,42.16336,0,46.73566,5.771897,0,0,5.329084,0,1.682163,47.999,32.09151,33.82895,34.07954
212419274,"CODDLE CR AT SR 1612 NEAR DAVIDSON, NC",5,Southern_Piedmont,3.4,5.71,41.15,44,0.28,58.9383,15,117.6761,21.76971,836.9606,6,0.950794814,4,0.5100249,49.28129,12.92902,345.1067,376.2881,67.81780938,2,3.393379178,31.97581,8.427627,0,80.81305,0,17.18695,1.171118,0,0,0.828882,0,1.425099,58.3888,39.16388,31.00102,29.83511
2124269,"BACK CR AT SR1173 NEAR HARRISBURG, NC",5,Southern_Piedmont,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
212427947,"REEDY CREEK AT SR 2803 NR CHARLOTTE, NC",5,Southern_Piedmont,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
212430293,"REEDY CREEK BELOW I-485 NR PINE RIDGE, NC",5,Southern_Piedmont,3.3,46.76,43.61,5.32,0.36,32.391,22,119.1428,22.10255,864.9257,6,0.471416443,2,1.086413,29.67019,12.72998,424.2245,376.8366,77.31951944,5,15.43638665,35.00139,7.746596,0,88,0,10,1,0,0,1,0,1.4405,58.15,39.5755,31.37748,29.04702
212430653,"MCKEE CREEK AT SR2804 NR WILGROVE, NC",5,Southern_Piedmont,3.4,41.94,40.59,7.48,0.41,15.1272,20,119.7285,22.15876,867.7665,6,0.414188349,1,0.9221799,29.00173,12.48475,501.2572,376.3833,100,1,6.610608705,30.2118,9.816754,0,87.79388,0,10.20316,1.005763,0,0,0.9972037,0,1.439966,58.14622,39.56619,31.39551,29.0383
212466000,"CLEAR CREEK AT SR3181 NR MINT HILL, NC",5,Southern_Piedmont,3.4,20.96,52.64,19,0.23,29.5605,19,120.2789,22.21032,868.4076,2,0.543245209,2,0.6789466,28.81215,12.28151,470.9129,375.1263,49.37955363,1,3.382892712,34.57756,16.35865,0,87.961,0,10.039,1.039001,0,0,0.9609987,0,1.435898,57.98425,39.70187,31.79081,28.50733
212467451,"GOOSE CR AT SR1524 NEAR INDIAN TRAIL, NC",5,Southern_Piedmont,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
212467595,"GOOSE CREEK AT SR1525 NR INDIAN TRAIL, NC",5,Southern_Piedmont,2.4,38.33,44.38,14.54,0.32,28.6911,20,120.7197,22.23003,869.7288,2,0.739860096,3,1.097901,27.93745,11.90874,487.4077,377.097,65.19884677,2,6.970802793,30.26444,12.44707,0,87.57549,0,10.42451,1.424511,0,0,0.5754886,0,1.390408,56.34583,40.95092,35.87634,23.17275
2126000,"ROCKY RIVER NEAR NORWOOD, NC",5,Southern_Piedmont,3.1,19.55,41.58,31.4,0.86,3207.191,26,120.883,22.34686,868.9694,2,0.654280334,5,0.979052934,32.66676,12.57747,373.3125,375.5072,59.27014938,118,3.679232076,29.54944,10.39975,0,62.39037,0,34.92643,1.777812,0,0,0.9053906,0,1.549071,50.81394,37.06677,40.88105,22.05218
2128000,"LITTLE RIVER NEAR STAR, NC",5,Southern_Piedmont,4,7.06,67.38,17.04,0.2,273.4758,12,120.2656,21.94001,857.4768,2,0.997845879,4,0.504505294,32.68114,12.92725,659.2677,390.7134,56.36559055,11,4.022293746,55.38271,6.487813,0,67.41553,0,30.58446,2,0,0,0,0,1.375293,56.79509,36.3241,41.28022,22.39568
2129000,"PEE DEE R NR ROCKINGHAM, NC",5,Southern_Piedmont,5.8,12.53,53.8,24.78,1.29,17821.98,24,121.3178,21.48748,826.8473,2,0.869253585,7,1.142388452,48.38366,12.28474,295.6328,423.4517,60.29889322,640,3.59107125,40.79721,10.10921,0.7575291,70.30309,0.0273215,23.32822,4.862661,0,0.07379858,0.6473897,0,1.712608,52.9829,34.2085,37.14055,28.65095
2132320,"BIG SHOE HEEL CREEK NR LAURINBURG, NC",6,Southern_Coastal_Plain,1.2,5.87,34.61,19.76,0.36,211.9311,20,122.1221,23.272,898.2669,2,0.852371832,4,0.5100242,60.0536,13.02477,200.967,359.3032,48.00631739,1,0.471851465,5.725776,27.05422,30.30938,33.90374,0.000738919,18.27625,10.62797,0,6.881917,0,0,4.992411,59.7416,20.1841,17.29594,62.51995
2133500,"DROWNING CREEK NEAR HOFFMAN, NC",5,Southern_Piedmont,2.9,7.45,44.8,11.34,1.46,472.1283,18,122.7925,22.48173,871.0393,2,0.819670628,4,1.589059626,52.46968,12.89518,171.4863,386.93,64.44520358,34,7.201432323,10.04657,32.45391,29.51729,28.41138,0.3177242,33.41138,7.971553,0,0.3706783,0,0,5.981837,60,17.58611,13.7299,68.68399
2133624,"LUMBER RIVER NEAR MAXTON, NC",6,Southern_Coastal_Plain,2.4,11.13,39.22,11.93,1.11,946.0971,23,122.877,22.74092,879.9643,2,0.796431783,5,1.153137851,56.21619,12.74058,166.2429,386.5016,55.0434916,61,6.447541167,5.911899,31.54852,28.87313,26.47352,0.6092013,30.47073,11.96841,0,1.605001,0,0,5.951988,59.95298,17.57498,14.28164,68.14338
2134170,"LUMBER RIVER AT LUMBERTON, NC",6,Southern_Coastal_Plain,1.3,9.88,25.71,26.78,0.87,1845.43,25,122.4328,23.03155,886.8636,2,0.812021047,5,0.794351334,58.83743,13.28332,319.7783,386.7197,42.48749439,69,3.738965986,3.536492,20.83661,19.40084,31.17121,0.5423219,21.4177,16.8887,0,10.57924,0,0,4.672775,59.96615,21.06132,18.23724,60.70144
2134480,"BIG SWAMP NR TAR HEEL, NC",6,Southern_Coastal_Plain,0.2,5.5,15.58,40.38,0.43,577.1961,16,122.5957,23.2452,887.5652,2,0.835846604,7,0.404160784,59.36393,13.60657,447.2399,387.2418,44.69295513,1,0.173251344,0.7241213,13.42493,8.445372,39.52639,0.4988968,8.805906,23.98897,0,18.73446,0,0,2.884156,60,26.05097,22.85016,51.09887
2134500,"LUMBER RIVER AT BOARDMAN, NC",6,Southern_Coastal_Plain,0.8,8.06,22.61,30.06,0.75,3181.489,24,122.907,23.1433,886.7475,2,0.805472218,10,0.677569503,58.25121,13.51533,393.537,387.1268,42.01610005,75,2.357386746,2.220771,18.93036,15.2579,31.39717,0.665866,17.79074,20.43714,0,14.45119,0,0,4.248911,59.96559,22.11217,19.86316,58.02467
2137727,"CATAWBA R NR PLEASANT GARDENS, NC",1,Southern_Mountains,22,4.84,85.66,7.32,0.02,329.544,13,130.2342,19.60197,737.9211,2,0.925789879,4,0.096679049,54.87076,10.46803,20.35947,698.4948,64.36496295,4,1.213798461,75.73547,4.947291,0.1450377,87.95135,0,5.776494,5.412276,0,0.7148405,0,0,2.871263,49.51039,21.32611,39.35229,39.32159
2138500,"LINVILLE RIVER NEAR NEBO, NC",1,Southern_Mountains,20.3,10.3,80.3,5.7,0.23,173.8719,18,139.4046,16.37527,635.8652,2,0.814770529,4,0.35715949,57.35313,10.8039,18.23773,699.047,52.14025696,8,4.601088503,66.27689,8.948139,0,91.28747,0,6.085886,2.156686,0,0.4699582,0,0,2.897208,50.4938,17.86901,38.34068,43.79031
2138520,"CATAWBA R AT SR1223 BL LK JAMES NR BRIDGEWATER, NC",1,Southern_Mountains,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2140991,"JOHNS RIVER AT ARNEYS STORE, NC",1,Southern_Mountains,20.5,2.93,91.74,3.38,0.01,521.9865,6,129.9436,19.15643,722.6538,4,1.038736251,5,0.02069019,57.42815,10.80452,45.31929,698.2262,65.04437518,4,0.766303343,78.76928,9.373691,0.1146616,83.94032,0,11.06189,4.5886,0,0.29453,0,0,2.941379,49.32435,18.36377,38.3674,43.26883
2142000,"LOWER LITTLE RIVER NR ALL HEALING SPRINGS, NC",4,Central_Piedmont,13.9,4.91,70.38,19.05,0.02,72.45631,9,131.2997,20.2181,751.9363,2,0.88219977,3,0.06334853,60.79392,11.12216,63.53628,695.5424,63.32083039,0,0,62.50885,5.198306,0,83.86152,0,12.3021,2.377731,0,0.9190754,0.5395804,0,1.881804,58.99697,34.48996,34.71694,30.7931
